unique_key,created_date,complaint_type,incident_zip
59674080,2023-12-07 21:35:17,HEAT/HOT WATER,10453
59669005,2023-12-07 21:35:00,Traffic Signal Condition,11226
59666721,2023-12-07 21:34:57,HEAT/HOT WATER,10452
59667634,2023-12-07 21:34:48,Illegal Parking,11358
59672090,2023-12-07 21:34:48,Illegal Parking,11226
59664875,2023-12-07 21:34:46,Noise - Commercial,11232
59669096,2023-12-07 21:34:46,Illegal Parking,10452
59666594,2023-12-07 21:34:39,HEAT/HOT WATER,11204
59666141,2023-12-07 21:34:36,Illegal Parking,10025
59666134,2023-12-07 21:34:24,Illegal Parking,10303
59665704,2023-12-07 21:34:11,Illegal Parking,10465
59664912,2023-12-07 21:34:00,Noise - Residential,11213
59665833,2023-12-07 21:33:27,For Hire Vehicle Complaint,10025
59667709,2023-12-07 21:32:59,Noise - Vehicle,10036
59665579,2023-12-07 21:32:55,Abandoned Vehicle,11229
59666475,2023-12-07 21:32:52,Noise - Street/Sidewalk,11377
59674532,2023-12-07 21:32:48,Illegal Parking,10465
59667308,2023-12-07 21:32:44,For Hire Vehicle Complaint,10021
59673046,2023-12-07 21:32:33,Illegal Parking,11365
59670457,2023-12-07 21:32:26,Consumer Complaint,10012
59667578,2023-12-07 21:32:25,Illegal Parking,10029
59669701,2023-12-07 21:32:20,HEAT/HOT WATER,11230
59665884,2023-12-07 21:32:18,Dirty Condition,11372
59669750,2023-12-07 21:32:18,HEAT/HOT WATER,10453
59667160,2023-12-07 21:32:18,Illegal Parking,11385
59664972,2023-12-07 21:32:15,Noise - Residential,11237
59665533,2023-12-07 21:32:10,Illegal Parking,10021
59672195,2023-12-07 21:32:04,Blocked Driveway,11377
59669210,2023-12-07 21:32:02,Blocked Driveway,11203
59671231,2023-12-07 21:32:01,HEAT/HOT WATER,10024
59665499,2023-12-07 21:31:54,DOOR/WINDOW,11223
59674689,2023-12-07 21:31:29,For Hire Vehicle Complaint,10022
59672415,2023-12-07 21:31:19,Noise - Street/Sidewalk,11370
59666417,2023-12-07 21:31:13,Noise - Residential,11229
59673659,2023-12-07 21:30:59,Blocked Driveway,11368
59670118,2023-12-07 21:30:45,Illegal Parking,11365
59674152,2023-12-07 21:30:30,HEAT/HOT WATER,11213
59674135,2023-12-07 21:30:28,HEAT/HOT WATER,11236
59669605,2023-12-07 21:30:07,HEAT/HOT WATER,11226
59674118,2023-12-07 21:30:00,HEAT/HOT WATER,11236
59670568,2023-12-07 21:29:53,Illegal Parking,10028
59670004,2023-12-07 21:29:31,Animal-Abuse,11221
59672092,2023-12-07 21:29:29,Illegal Parking,10457
59669726,2023-12-07 21:29:17,HEAT/HOT WATER,10453
59676014,2023-12-07 21:29:13,Illegal Parking,11365
59664714,2023-12-07 21:29:08,Illegal Parking,10069
59667543,2023-12-07 21:29:00,Water System,11237
59673741,2023-12-07 21:29:00,Street Light Condition,10452
59667523,2023-12-07 21:29:00,Noise,11433
59669381,2023-12-07 21:29:00,Noise - Residential,11203
