unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,bbl,vehicle_type,closed_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location
59693858,2023-12-10T01:19:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,In Progress,,,0 Unspecified,Unspecified,1020854,212120,ONLINE,Unspecified,Unspecified,40.74882120244394,-73.86789263713875,"{'latitude': '40.74882120244394', 'longitude': '-73.86789263713875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510,66,3,21,68,68,,,,,,,,,,,
59687649,2023-12-10T01:19:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,,,,,,,,In Progress,,,0 Unspecified,Unspecified,1015687,250539,ONLINE,Unspecified,Unspecified,40.854290616059195,-73.88636093592673,"{'latitude': '40.854290616059195', 'longitude': '-73.88636093592673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,35,5,22,31,31,,,,,,,,,,,
59693901,2023-12-10T01:19:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,In Progress,,2023-12-10T02:08:27.000,0 Unspecified,Unspecified,1009956,196857,ONLINE,Unspecified,Unspecified,40.70696640928555,-73.90728283884665,"{'latitude': '40.70696640928555', 'longitude': '-73.90728283884665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15310,54,3,34,62,62,,,,,,,,,,,
59693540,2023-12-10T01:19:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-12-10T01:23:44.000,0 Unspecified,Unspecified,1010718,244260,ONLINE,Unspecified,Unspecified,40.83707291103169,-73.90434774037317,"{'latitude': '40.83707291103169', 'longitude': '-73.90434774037317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,34,5,42,25,25,,,2023-12-10T01:23:41.000,,,,,,,,
59687731,2023-12-10T01:18:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:45:29.000,0 Unspecified,Unspecified,992169,228262,ONLINE,Unspecified,Unspecified,40.79319899301402,-73.97140052475385,"{'latitude': '40.79319899301402', 'longitude': '-73.97140052475385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12422,20,4,19,15,15,,,,,,,,,,,
59691575,2023-12-10T01:18:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-12-10T01:34:04.000,0 Unspecified,Unspecified,996643,159891,MOBILE,Unspecified,Unspecified,40.60553152529096,-73.95536848100859,"{'latitude': '40.60553152529096', 'longitude': '-73.95536848100859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13512,32,2,15,36,36,,,2023-12-10T01:34:01.000,,,,,,,,
59695033,2023-12-10T01:18:38.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,,,In Progress,,,0 Unspecified,Unspecified,994182,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59688805,2023-12-10T01:17:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,,0 Unspecified,Unspecified,,197524,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59687743,2023-12-10T01:17:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:41:09.000,0 Unspecified,Unspecified,,187030,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59693961,2023-12-10T01:17:17.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,,,In Progress,,,0 Unspecified,Unspecified,992024,224392,ONLINE,Unspecified,Unspecified,40.782577008864074,-73.97192867124016,"{'latitude': '40.782577008864074', 'longitude': '-73.97192867124016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12421,20,4,19,12,12,,,,,,,,,,,
59689887,2023-12-10T01:16:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:41:49.000,0 Unspecified,Unspecified,1007240,232554,PHONE,Unspecified,Unspecified,40.80495300062889,-73.91695692264521,"{'latitude': '40.80495300062889', 'longitude': '-73.91695692264521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10932,49,5,35,23,23,,,,,,,,,,,
59690427,2023-12-10T01:16:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-12-10T01:28:40.000,0 Unspecified,Unspecified,980898,195838,ONLINE,Unspecified,Unspecified,40.70420619995642,-74.0120895899374,"{'latitude': '40.70420619995642', 'longitude': '-74.0120895899374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11725,56,4,32,1,1,,,2023-12-10T01:28:36.000,,,,,,,,
59694939,2023-12-10T01:16:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,In Progress,,,0 Unspecified,Unspecified,998668,152963,MOBILE,Unspecified,Unspecified,40.5865125018071,-73.94809053600365,"{'latitude': '40.5865125018071', 'longitude': '-73.94809053600365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13826,32,2,15,36,36,,,,,,,,,,,
59694493,2023-12-10T01:16:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-10T01:25:15.000,0 Unspecified,Unspecified,1019673,209729,ONLINE,Unspecified,Unspecified,40.742263323343536,-73.87216756675477,"{'latitude': '40.742263323343536', 'longitude': '-73.87216756675477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,,,2023-12-10T01:25:11.000,,,,,,,,
59692399,2023-12-10T01:16:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-10T01:24:53.000,0 Unspecified,Unspecified,1019673,209729,ONLINE,Unspecified,Unspecified,40.742263323343536,-73.87216756675477,"{'latitude': '40.742263323343536', 'longitude': '-73.87216756675477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,,,2023-12-10T01:24:50.000,,,,,,,,
59687286,2023-12-10T01:16:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-12-10T01:25:27.000,0 Unspecified,Unspecified,1031866,197567,PHONE,Unspecified,Unspecified,40.70882440841176,-73.82825233777312,"{'latitude': '40.70882440841176', 'longitude': '-73.82825233777312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24011,46,3,28,60,60,,,2023-12-10T01:25:23.000,,,,,,,,
59692536,2023-12-10T01:16:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-12-10T01:32:53.000,0 Unspecified,Unspecified,1001453,186847,PHONE,Unspecified,Unspecified,40.6795118991381,-73.93797726145965,"{'latitude': '40.6795118991381', 'longitude': '-73.93797726145965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17615,69,2,49,52,52,,,2023-12-10T01:32:47.000,,,,,,,,
59690836,2023-12-10T01:16:07.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,,,,,,,,In Progress,,2023-12-10T01:40:15.000,0 Unspecified,Unspecified,961797,157285,PHONE,Unspecified,Unspecified,40.59835880867725,-74.08085241216257,"{'latitude': '40.59835880867725', 'longitude': '-74.08085241216257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10692,30,1,14,76,76,,,,,,,,,,,
59690919,2023-12-10T01:16:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:47:26.000,0 Unspecified,Unspecified,984093,214577,ONLINE,Unspecified,Unspecified,40.75564080351345,-74.000566685923,"{'latitude': '40.75564080351345', 'longitude': '-74.000566685923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11722,12,4,10,6,6,,,,,,,,,,,
59689424,2023-12-10T01:15:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-12-10T01:24:42.000,0 Unspecified,Unspecified,1031866,197567,MOBILE,Unspecified,Unspecified,40.70882440841176,-73.82825233777312,"{'latitude': '40.70882440841176', 'longitude': '-73.82825233777312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24011,46,3,28,60,60,,,2023-12-10T01:24:38.000,,,,,,,,
59690810,2023-12-10T01:15:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,In Progress,,,0 Unspecified,Unspecified,1038173,213427,MOBILE,Unspecified,Unspecified,40.75231992805489,-73.80537638966612,"{'latitude': '40.75231992805489', 'longitude': '-73.80537638966612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14193,22,3,3,67,67,,,,,,,,,,,
59688682,2023-12-10T01:15:24.000,DOT,Department of Transportation,Street Condition,Dumpster - Construction Waste,Street,,,,,,,,In Progress,,,0 Unspecified,Unspecified,978830,168484,ONLINE,Unspecified,Unspecified,40.62912453556171,-74.0195262115409,"{'latitude': '40.62912453556171', 'longitude': '-74.0195262115409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17216,10,2,44,41,41,,,,,,,,,,,
59692893,2023-12-10T01:15:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,,,,,,,,In Progress,,2023-12-10T01:55:06.000,0 Unspecified,Unspecified,1014123,261392,MOBILE,Unspecified,Unspecified,40.88408419624482,-73.89196612248037,"{'latitude': '40.88408419624482', 'longitude': '-73.89196612248037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11272,48,5,40,33,33,,Car,,,,,,,,,
59693003,2023-12-10T01:15:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,,0 Unspecified,Unspecified,1001126,178074,MOBILE,Unspecified,Unspecified,40.65543260296306,-73.9391781702703,"{'latitude': '40.65543260296306', 'longitude': '-73.9391781702703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16866,61,2,17,40,40,,,,,,,,,,,
59690917,2023-12-10T01:14:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:40:08.000,0 Unspecified,Unspecified,998682,191666,MOBILE,Unspecified,Unspecified,40.69274390036612,-73.94795734581716,"{'latitude': '40.69274390036612', 'longitude': '-73.94795734581716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213,69,2,49,51,51,,,,,,,,,,,
59692824,2023-12-10T01:14:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,In Progress,,,0 Unspecified,Unspecified,1025088,244953,MOBILE,Unspecified,Unspecified,40.83892023259569,-73.85241210070772,"{'latitude': '40.83892023259569', 'longitude': '-73.85241210070772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,43,5,31,28,28,,,,,,,,,,,
59690507,2023-12-10T01:14:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-12-10T01:37:20.000,0 Unspecified,Unspecified,991243,226588,MOBILE,Unspecified,Unspecified,40.78860509501648,-73.97474651725155,"{'latitude': '40.78860509501648', 'longitude': '-73.97474651725155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12421,20,4,19,15,15,,,2023-12-10T01:32:41.000,,,,,,,,
59690911,2023-12-10T01:14:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T02:03:41.000,0 Unspecified,Unspecified,1000762,199569,ONLINE,Unspecified,Unspecified,40.71443213720933,-73.94043736574797,"{'latitude': '40.71443213720933', 'longitude': '-73.94043736574797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613,36,2,30,56,56,,,,,,,,,,,
59694501,2023-12-10T01:14:07.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-10T01:23:35.000,0 Unspecified,Unspecified,1019673,209729,ONLINE,Unspecified,Unspecified,40.742263323343536,-73.87216756675477,"{'latitude': '40.742263323343536', 'longitude': '-73.87216756675477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,,,2023-12-10T01:23:32.000,,,,,,,,
59693448,2023-12-10T01:14:03.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-10T01:24:08.000,0 Unspecified,Unspecified,1019673,209729,ONLINE,Unspecified,Unspecified,40.742263323343536,-73.87216756675477,"{'latitude': '40.742263323343536', 'longitude': '-73.87216756675477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,,,2023-12-10T01:24:04.000,,,,,,,,
59693548,2023-12-10T01:13:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-10T01:34:28.000,0 Unspecified,Unspecified,1018298,206051,ONLINE,Unspecified,Unspecified,40.73217353368971,-73.87714819382002,"{'latitude': '40.73217353368971', 'longitude': '-73.87714819382002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,,,2023-12-10T01:34:25.000,,,,,,,,
59691328,2023-12-10T01:13:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-10T01:21:44.000,0 Unspecified,Unspecified,1008420,243981,PHONE,Unspecified,Unspecified,40.836313725561766,-73.91265344350883,"{'latitude': '40.836313725561766', 'longitude': '-73.91265344350883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,50,5,42,27,27,,,2023-12-10T01:21:40.000,,,,,,,,
59695086,2023-12-10T01:13:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:55:02.000,0 Unspecified,Unspecified,1004750,242856,PHONE,Unspecified,Unspecified,40.833235208156616,-73.92591967427612,"{'latitude': '40.833235208156616', 'longitude': '-73.92591967427612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,35,27,27,,,,,,,,,,,
59695041,2023-12-10T01:13:06.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,,,In Progress,,,0 Unspecified,Unspecified,992208,228333,ONLINE,Unspecified,Unspecified,40.793393833787825,-73.97125959210113,"{'latitude': '40.793393833787825', 'longitude': '-73.97125959210113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12422,20,4,19,15,15,,,,,,,,,,,
59694006,2023-12-10T01:13:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:54:40.000,0 Unspecified,Unspecified,1003765,243600,ONLINE,Unspecified,Unspecified,40.83527950431281,-73.92947697748444,"{'latitude': '40.83527950431281', 'longitude': '-73.92947697748444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,42,27,27,,,,,,,,,,,
59694919,2023-12-10T01:13:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-10T01:21:21.000,0 Unspecified,Unspecified,1023635,198638,ONLINE,Unspecified,Unspecified,40.71180451216347,-73.85793467046159,"{'latitude': '40.71180451216347', 'longitude': '-73.85793467046159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14785,40,3,28,70,70,,Car,2023-12-10T01:21:17.000,,,,,,,,
59687732,2023-12-10T01:12:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:42:25.000,0 Unspecified,Unspecified,,195100,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59692387,2023-12-10T01:12:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-10T01:16:09.000,0 Unspecified,Unspecified,1019673,209729,ONLINE,Unspecified,Unspecified,40.742263323343536,-73.87216756675477,"{'latitude': '40.742263323343536', 'longitude': '-73.87216756675477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,,,2023-12-10T01:16:05.000,,,,,,,,
59694979,2023-12-10T01:12:48.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,,,,,,,,In Progress,,2023-12-10T02:04:08.000,0 Unspecified,Unspecified,,209810,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59694483,2023-12-10T01:12:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-10T01:16:31.000,0 Unspecified,Unspecified,1019673,209729,ONLINE,Unspecified,Unspecified,40.742263323343536,-73.87216756675477,"{'latitude': '40.742263323343536', 'longitude': '-73.87216756675477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,,,2023-12-10T01:16:28.000,,,,,,,,
59690790,2023-12-10T01:12:26.000,DOT,Department of Transportation,Street Condition,Dumpster - Construction Waste,Street,,,,,,,,In Progress,,,0 Unspecified,Unspecified,979052,168108,ONLINE,Unspecified,Unspecified,40.62809262783825,-74.01872613989222,"{'latitude': '40.62809262783825', 'longitude': '-74.01872613989222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17216,10,2,44,41,41,,,,,,,,,,,
59688810,2023-12-10T01:12:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,,,,,,,,In Progress,Your complaint has been received by the Police Department and additional information will be available later.,2023-12-10T01:43:29.000,0 Unspecified,Unspecified,,253578,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59687755,2023-12-10T01:11:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,,,,,,,In Progress,,2023-12-10T01:55:17.000,0 Unspecified,Unspecified,982320,198366,PHONE,Unspecified,Unspecified,40.71114538672815,-74.00696161622048,"{'latitude': '40.71114538672815', 'longitude': '-74.00696161622048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13096,56,4,32,1,1,,,,,,,,,,,
59695089,2023-12-10T01:11:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:57:31.000,0 Unspecified,Unspecified,1017804,188524,MOBILE,Unspecified,Unspecified,40.684067999997055,-73.87901798253402,"{'latitude': '40.684067999997055', 'longitude': '-73.87901798253402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17215,45,2,37,47,47,,,,,,,,,,,
59689882,2023-12-10T01:11:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,,0 Unspecified,Unspecified,,196574,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59687922,2023-12-10T01:10:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,,,In Progress,Your complaint has been received by the Police Department and additional information will be available later.,2023-12-10T01:57:25.000,0 Unspecified,Unspecified,978788,168417,ONLINE,Unspecified,Unspecified,40.628940608891824,-74.01967746744056,"{'latitude': '40.628940608891824', 'longitude': '-74.01967746744056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17216,10,2,44,41,41,,,,,,,,,,,
59688420,2023-12-10T01:10:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-12-10T01:16:31.000,0 Unspecified,Unspecified,984400,179788,MOBILE,Unspecified,Unspecified,40.6601532364988,-73.99945935533648,"{'latitude': '40.6601532364988', 'longitude': '-73.99945935533648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13515,9,2,7,45,45,,,2023-12-10T01:16:27.000,,,,,,,,
59693005,2023-12-10T01:10:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,,,,,,,In Progress,,2023-12-10T01:43:09.000,0 Unspecified,Unspecified,,250610,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59689869,2023-12-10T01:10:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,,,,,,,,In Progress,,2023-12-10T02:06:33.000,0 Unspecified,Unspecified,,238633,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59695016,2023-12-10T01:10:18.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,,,In Progress,,,0 Unspecified,Unspecified,,227113,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59693861,2023-12-10T01:09:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,In Progress,,,0 Unspecified,Unspecified,1034043,189359,PHONE,Unspecified,Unspecified,40.68628342341393,-73.82046074860837,"{'latitude': '40.68628342341393', 'longitude': '-73.82046074860837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24015,62,3,46,64,64,,,,,,,,,,,
59692999,2023-12-10T01:09:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T02:08:17.000,0 Unspecified,Unspecified,1006174,254303,MOBILE,Unspecified,Unspecified,40.86465040864373,-73.92073637423822,"{'latitude': '40.86465040864373', 'longitude': '-73.92073637423822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22,22,,,,,,,,,,,
59690428,2023-12-10T01:09:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-12-10T01:28:55.000,0 Unspecified,Unspecified,1003791,171507,ONLINE,Unspecified,Unspecified,40.63740213234944,-73.92959242282367,"{'latitude': '40.63740213234944', 'longitude': '-73.92959242282367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16866,61,2,26,40,40,,,2023-12-10T01:28:52.000,,,,,,,,
59692912,2023-12-10T01:09:26.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,,,,,,,,In Progress,,2023-12-10T01:51:25.000,0 Unspecified,Unspecified,,163062,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59687761,2023-12-10T01:09:23.000,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,,,,,,,,In Progress,,,0 Unspecified,Unspecified,,196607,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,
59693975,2023-12-10T01:09:18.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,,,In Progress,,,0 Unspecified,Unspecified,991860,210277,ONLINE,Unspecified,Unspecified,40.7438351151709,-73.97253684221542,"{'latitude': '40.7438351151709', 'longitude': '-73.97253684221542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12078,71,4,51,9,9,,,,,,,,,,,
59695261,2023-12-10T01:09:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,,,In Progress,,,0 Unspecified,Unspecified,1002938,218794,MOBILE,Unspecified,Unspecified,40.76719563402068,-73.93253461822484,"{'latitude': '40.76719563402068', 'longitude': '-73.93253461822484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16863,39,3,4,72,72,,,,,,,,,,,
59690357,2023-12-10T01:09:08.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-10T01:21:56.000,0 Unspecified,Unspecified,1009769,240067,MOBILE,Unspecified,Unspecified,40.825567129519364,-73.9077932632984,"{'latitude': '40.825567129519364', 'longitude': '-73.9077932632984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,34,5,42,25,25,,,2023-12-10T01:21:53.000,,,,,,,,
59692868,2023-12-10T01:09:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,In Progress,Your complaint has been received by the Police Department and additional information will be available later.,2023-12-10T01:55:06.000,0 Unspecified,Unspecified,978999,168253,ONLINE,Unspecified,Unspecified,40.62849059104005,-74.01891718871255,"{'latitude': '40.62849059104005', 'longitude': '-74.01891718871255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17216,10,2,44,41,41,,,,,,,,,,,
59689884,2023-12-10T01:09:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,In Progress,,2023-12-10T01:53:30.000,0 Unspecified,Unspecified,995587,221876,MOBILE,Unspecified,Unspecified,40.775667402103295,-73.95906719336531,"{'latitude': '40.775667402103295', 'longitude': '-73.95906719336531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10092,23,4,51,11,11,,,,,,,,,,,
